epoch,train_loss,val_top1,lr,iter,memory
72,1.3224079847335815,96.66666412353516,1.3903222849333503e-06,7555,2136.0
73,1.1450501203536987,96.66666412353516,1.3903222849333503e-06,7660,2136.0
74,1.1773655414581299,96.66666412353516,1.3903222849333503e-06,7765,2136.0
75,1.1186335861682892,96.66666412353516,1.3903222849333503e-06,7870,2136.0
76,1.274237036705017,96.66666412353516,1.3903222849333503e-06,7975,2136.0
77,1.2323128700256347,96.66666412353516,1.3903222849333503e-06,8080,2136.0
78,1.2019949018955232,96.9047622680664,1.3903222849333503e-06,8185,2136.0
79,1.3787402749061584,97.14286041259766,1.3903222849333503e-06,8290,2136.0
80,1.1838477075099945,97.14286041259766,1.3903222849333503e-06,8395,2136.0
81,1.2173343777656556,97.14286041259766,1.3903222849333503e-06,8500,2136.0
82,1.3673451125621796,97.14286041259766,1.3903222849333503e-06,8605,2136.0
83,1.2002944231033326,97.38095092773438,1.3903222849333503e-06,8710,2136.0
84,1.4028754830360413,97.38095092773438,1.3903222849333503e-06,8815,2136.0
85,1.311893677711487,97.38095092773438,1.3903222849333503e-06,8920,2136.0
86,1.1140684187412262,97.38095092773438,1.3903222849333503e-06,9025,2136.0
87,1.3577196836471557,97.38095092773438,1.3903222849333503e-06,9130,2136.0
88,1.3753888666629792,97.61904907226562,1.3903222849333503e-06,9235,2136.0
89,1.1609094500541688,97.61904907226562,1.3903222849333503e-06,9340,2136.0
90,1.1820154368877411,97.61904907226562,1.3903222849333503e-06,9445,2136.0
91,1.195799219608307,98.0952377319336,1.3903222849333503e-06,9550,2136.0
92,1.2709412455558777,98.0952377319336,1.3903222849333503e-06,9655,2136.0
93,1.431708812713623,98.0952377319336,1.3903222849333503e-06,9760,2136.0
94,1.1689085721969605,98.0952377319336,1.3903222849333503e-06,9865,2136.0
95,1.1772253513336182,98.0952377319336,1.3903222849333503e-06,9970,2136.0
96,1.3625498414039612,98.0952377319336,1.3903222849333503e-06,10075,2136.0
97,1.2136373162269591,98.0952377319336,1.3903222849333503e-06,10180,2136.0
98,1.2980976223945617,98.0952377319336,1.3903222849333503e-06,10285,2136.0
99,1.291964066028595,98.0952377319336,1.3903222849333503e-06,10390,2136.0
100,1.140653795003891,98.33333587646484,1.3903222849333503e-06,10495,2136.0
